well,t_months,q_actual_sm3d,q_fitted_sm3d,q_forecast_sm3d,period
NO 15/9-F-12 H,17.38,3737.42,3089.5250403220507,,history
NO 15/9-F-12 H,17.41,3718.65,3086.8581160558724,,history
NO 15/9-F-12 H,17.45,3704.42,3083.30579778026,,history
NO 15/9-F-12 H,17.48,3734.37,3080.6442420573485,,history
NO 15/9-F-12 H,17.51,3741.77,3077.984983829181,,history
NO 15/9-F-12 H,17.54,3755.47,3075.328021112527,,history
NO 15/9-F-12 H,17.58,3692.52,3071.788971528071,,history
NO 15/9-F-12 H,17.61,3691.35,3069.137357301992,,history
NO 15/9-F-12 H,17.64,1632.31,3066.488031989008,,history
NO 15/9-F-12 H,17.71,11.98,3060.3151631585133,,history
NO 15/9-F-12 H,17.74,4407.16,3057.673453295586,,history
NO 15/9-F-12 H,17.77,4663.07,3055.0340237961595,,history
NO 15/9-F-12 H,17.81,4360.71,3051.5183282937,,history
NO 15/9-F-12 H,17.84,2424.2,3048.8842119903197,,history
NO 15/9-F-12 H,17.87,4366.57,3046.2523694955667,,history
NO 15/9-F-12 H,17.91,4437.79,3042.7467798126454,,history
NO 15/9-F-12 H,17.94,4445.56,3040.1202352412274,,history
NO 15/9-F-12 H,17.97,4594.22,3037.495957942404,,history
NO 15/9-F-12 H,18.0,4549.48,3034.873945959031,,history
NO 15/9-F-12 H,18.04,4638.62,3031.3814504256816,,history
NO 15/9-F-12 H,18.07,4721.86,3028.7647165767335,,history
NO 15/9-F-12 H,18.1,4767.4,3026.150241531617,,history
NO 15/9-F-12 H,18.14,4783.38,3022.6677851298064,,history
NO 15/9-F-12 H,18.17,4779.42,3020.058573047189,,history
NO 15/9-F-12 H,18.2,4795.27,3017.4516132755016,,history
NO 15/9-F-12 H,18.23,4800.54,3014.8469038705175,,history
NO 15/9-F-12 H,18.27,4793.55,3011.3774552103773,,history
NO 15/9-F-12 H,18.3,4795.4,3008.777989109567,,history
NO 15/9-F-12 H,18.33,4788.33,3006.18076690681,,history
NO 15/9-F-12 H,18.37,4817.27,3002.7212911302804,,history
NO 15/9-F-12 H,18.4,4950.96,3000.12929715989,,history
NO 15/9-F-12 H,18.43,2665.86,2997.539540637498,,history
NO 15/9-F-12 H,18.46,3733.66,2994.9520196317058,,history
NO 15/9-F-12 H,18.5,4689.98,2991.505465759151,,history
NO 15/9-F-12 H,18.53,308.37,2988.923153457126,,history
NO 15/9-F-12 H,18.76,1278.61,2969.1993392692834,,history
NO 15/9-F-12 H,18.79,2441.38,2966.636281949576,,history
NO 15/9-F-12 H,18.83,5053.84,2963.222313478965,,history
NO 15/9-F-12 H,18.86,4573.77,2960.664415617399,,history
NO 15/9-F-12 H,18.89,4354.63,2958.108725771558,,history
NO 15/9-F-12 H,18.92,4340.51,2955.5552420354525,,history
NO 15/9-F-12 H,18.96,4393.44,2952.1540254890056,,history
NO 15/9-F-12 H,18.99,4477.04,2949.605681939328,,history
NO 15/9-F-12 H,19.02,4489.88,2947.059538157952,,history
NO 15/9-F-12 H,19.06,4464.08,2943.6680983628207,,history
NO 15/9-F-12 H,19.09,4526.12,2941.1270799924755,,history
NO 15/9-F-12 H,19.12,4512.23,2938.588255067228,,history
NO 15/9-F-12 H,19.15,4464.89,2936.051621693664,,history
NO 15/9-F-12 H,19.19,4492.25,2932.6728496731307,,history
NO 15/9-F-12 H,19.22,4154.3,2930.141322566058,,history
NO 15/9-F-12 H,19.25,3305.88,2927.6119807110827,,history
NO 15/9-F-12 H,19.29,4206.64,2924.242920925377,,history
NO 15/9-F-12 H,19.32,4199.23,2921.7186706589987,,history
NO 15/9-F-12 H,19.35,4322.81,2919.19659936324,,history
NO 15/9-F-12 H,19.38,4684.69,2916.676705157179,,history
NO 15/9-F-12 H,19.42,5057.91,2913.320229551808,,history
NO 15/9-F-12 H,19.45,2272.73,2910.80540791614,,history
NO 15/9-F-12 H,19.48,32.03,2908.2927571121563,,history
NO 15/9-F-12 H,19.61,3565.94,2897.42964311345,,history
NO 15/9-F-12 H,19.65,4883.02,2894.0953167898665,,history
NO 15/9-F-12 H,19.68,5037.57,2891.597090386699,,history
NO 15/9-F-12 H,19.71,5032.99,2889.101020489962,,history
NO 15/9-F-12 H,19.75,5072.51,2885.7762786426465,,history
NO 15/9-F-12 H,19.78,4326.83,2883.285233357747,,history
NO 15/9-F-12 H,19.81,4616.27,2880.7963383804295,,history
NO 15/9-F-12 H,19.84,4545.12,2878.309591854516,,history
NO 15/9-F-12 H,19.88,4420.65,2874.997268650274,,history
NO 15/9-F-12 H,19.91,4441.14,2872.5155279681653,,history
NO 15/9-F-12 H,19.94,4426.34,2870.035929561767,,history
NO 15/9-F-12 H,19.98,4454.14,2866.733127586121,,history
NO 15/9-F-12 H,20.01,3766.37,2864.258520634297,,history
NO 15/9-F-12 H,20.04,4257.96,2861.7860498002397,,history
NO 15/9-F-12 H,20.07,3550.58,2859.3157132400197,,history
NO 15/9-F-12 H,20.11,4728.63,2856.0252479571946,,history
NO 15/9-F-12 H,20.14,1377.02,2853.559884207367,,history
NO 15/9-F-12 H,20.17,4118.7,2851.096648596436,,history
NO 15/9-F-12 H,20.21,4334.82,2847.815641711906,,history
NO 15/9-F-12 H,20.24,4339.02,2845.3573646170908,,history
NO 15/9-F-12 H,20.27,4333.24,2842.9012095438648,,history
NO 15/9-F-12 H,20.3,4324.32,2840.447174660467,,history
NO 15/9-F-12 H,20.34,1587.3,2837.178423059292,,history
NO 15/9-F-12 H,20.37,167.17,2834.7293281708608,,history
NO 15/9-F-12 H,20.4,4190.37,2832.282347377801,,history
NO 15/9-F-12 H,20.44,4306.5,2829.022991759234,,history
NO 15/9-F-12 H,20.47,4313.37,2826.5809367611905,,history
NO 15/9-F-12 H,20.5,4348.44,2824.14098978158,,history
NO 15/9-F-12 H,20.53,4274.9,2821.7031490007294,,history
NO 15/9-F-12 H,20.57,4957.61,2818.455967793271,,history
NO 15/9-F-12 H,20.6,4840.81,2816.023034408507,,history
NO 15/9-F-12 H,20.63,4852.06,2813.5922011682633,,history
NO 15/9-F-12 H,20.67,4829.38,2810.354353939606,,history
NO 15/9-F-12 H,20.7,4817.07,2807.928413989205,,history
NO 15/9-F-12 H,20.73,3153.99,2805.5045681464867,,history
NO 15/9-F-12 H,20.76,4434.99,2803.0828146037857,,history
NO 15/9-F-12 H,20.8,4403.93,2799.857061447662,,history
NO 15/9-F-12 H,20.83,4448.0,2797.44018291729,,history
NO 15/9-F-12 H,20.86,4470.57,2795.025390672645,,history
NO 15/9-F-12 H,20.9,4089.83,2791.8089099006775,,history
NO 15/9-F-12 H,20.93,4245.19,2789.398978655203,,history
NO 15/9-F-12 H,20.96,4401.54,2786.991127698458,,history
NO 15/9-F-12 H,20.99,4408.51,2784.5853552347053,,history
NO 15/9-F-12 H,21.03,4378.76,2781.3808887268497,,history
NO 15/9-F-12 H,21.06,4413.39,2778.979959105364,,history
NO 15/9-F-12 H,21.09,4446.8,2776.581102002271,,history
NO 15/9-F-12 H,21.13,4517.33,2773.385846690386,,history
NO 15/9-F-12 H,21.16,4724.62,2770.9918185088754,,history
NO 15/9-F-12 H,21.19,4874.86,2768.59985688833,,history
NO 15/9-F-12 H,21.22,4842.29,2766.209960044866,,history
NO 15/9-F-12 H,21.26,4004.63,2763.0266397153246,,history
NO 15/9-F-12 H,21.29,4846.82,2760.6415537563566,,history
NO 15/9-F-12 H,21.32,4840.84,2758.2585266392934,,history
NO 15/9-F-12 H,21.36,3930.03,2755.0843567213174,,history
NO 15/9-F-12 H,21.39,4126.56,2752.7061266599285,,history
NO 15/9-F-12 H,21.42,4837.35,2750.3299495223314,,history
NO 15/9-F-12 H,21.45,4880.73,2747.955823536412,,history
NO 15/9-F-12 H,21.49,4864.71,2744.7935098421904,,history
NO 15/9-F-12 H,21.52,4855.39,2742.424162993885,,history
NO 15/9-F-12 H,21.55,5013.4,2740.0568614012495,,history
NO 15/9-F-12 H,21.59,5062.11,2736.9036377353013,,history
NO 15/9-F-12 H,21.62,5031.44,2734.541101542713,,history
NO 15/9-F-12 H,21.65,5047.98,2732.1806047267346,,history
NO 15/9-F-12 H,21.68,5043.73,2729.822145526946,,history
NO 15/9-F-12 H,21.72,5485.34,2726.6806998458865,,history
NO 15/9-F-12 H,21.75,5189.7,2724.3269882463255,,history
NO 15/9-F-12 H,21.78,5303.4,2721.975308405854,,history
NO 15/9-F-12 H,21.82,5467.62,2718.8428927682444,,history
NO 15/9-F-12 H,21.85,5604.33,2716.4959468810885,,history
NO 15/9-F-12 H,21.88,5601.13,2714.151026912757,,history
NO 15/9-F-12 H,21.91,5549.21,2711.808131114446,,history
NO 15/9-F-12 H,21.95,5480.45,2708.6874157391567,,history
NO 15/9-F-12 H,21.98,5465.07,2706.3492362118036,,history
NO 15/9-F-12 H,22.01,5049.73,2704.0130750360217,,history
NO 15/9-F-12 H,22.05,5380.51,2700.9013301151967,,history
NO 15/9-F-12 H,22.08,5366.63,2698.569871653515,,history
NO 15/9-F-12 H,22.11,5358.32,2696.24042574168,,history
NO 15/9-F-12 H,22.14,5017.66,2693.912990642429,,history
NO 15/9-F-12 H,22.18,2516.72,2690.8128687742437,,history
NO 15/9-F-12 H,22.21,3377.75,2688.4901188234194,,history
NO 15/9-F-12 H,22.24,4228.61,2686.1693739051257,,history
NO 15/9-F-12 H,22.28,5347.19,2683.0781632956446,,history
NO 15/9-F-12 H,22.31,5355.93,2680.762090058381,,history
NO 15/9-F-12 H,22.34,5153.65,2678.448016090208,,history
NO 15/9-F-12 H,22.37,5063.78,2676.1359396653274,,history
NO 15/9-F-12 H,22.41,5164.96,2673.0562754083116,,history
NO 15/9-F-12 H,22.44,5148.7,2670.748853214704,,history
NO 15/9-F-12 H,22.47,5098.58,2668.4434228224773,,history
NO 15/9-F-12 H,22.51,5298.31,2665.3726110190364,,history
NO 15/9-F-12 H,22.54,5281.46,2663.071821479557,,history
NO 15/9-F-12 H,22.57,5280.42,2660.773018016051,,history
NO 15/9-F-12 H,22.6,5243.21,2658.47619891411,,history
NO 15/9-F-12 H,22.64,5261.93,2655.416857269101,,history
NO 15/9-F-12 H,22.67,5256.37,2653.1246616853,,history
NO 15/9-F-12 H,22.7,5227.61,2650.8344447590416,,history
NO 15/9-F-12 H,22.74,5199.02,2647.7838971505325,,history
NO 15/9-F-12 H,22.77,5206.38,2645.498290452174,,history
NO 15/9-F-12 H,22.8,5200.27,2643.214656723734,,history
NO 15/9-F-12 H,22.83,5189.62,2640.9329942621157,,history
NO 15/9-F-12 H,22.87,5185.95,2637.893841120807,,history
NO 15/9-F-12 H,22.9,4034.53,2635.6167716668715,,history
NO 15/9-F-12 H,22.93,5140.65,2633.3416678133767,,history
NO 15/9-F-12 H,22.97,5157.86,2630.3112506769858,,history
NO 15/9-F-12 H,23.0,5161.22,2628.0407266286347,,history
NO 15/9-F-12 H,23.03,5136.39,2625.7721625306335,,history
NO 15/9-F-12 H,23.06,5092.0,2623.5055566911233,,history
NO 15/9-F-12 H,23.1,5033.93,2620.4864588301843,,history
NO 15/9-F-12 H,23.13,4979.19,2618.224415689238,,history
NO 15/9-F-12 H,23.16,4905.73,2615.964325177793,,history
NO 15/9-F-12 H,23.2,4689.19,2612.953905673138,,history
NO 15/9-F-12 H,23.23,4647.39,2610.6983647448405,,history
NO 15/9-F-12 H,23.26,4628.38,2608.444770833239,,history
NO 15/9-F-12 H,23.29,4586.62,2606.19312225764,,history
NO 15/9-F-12 H,23.33,4563.26,2603.1939473328785,,history
NO 15/9-F-12 H,23.36,4010.69,2600.946831346731,,history
NO 15/9-F-12 H,23.39,4441.06,2598.701655104743,,history
NO 15/9-F-12 H,23.43,4596.67,2595.711101268052,,history
NO 15/9-F-12 H,23.46,3953.58,2593.4704445866487,,history
NO 15/9-F-12 H,23.49,4419.93,2591.2317220736363,,history
NO 15/9-F-12 H,23.52,4625.59,2588.994932059412,,history
NO 15/9-F-12 H,23.56,4705.52,2586.01554859997,,history
NO 15/9-F-12 H,23.59,4720.13,2583.7832612647762,,history
NO 15/9-F-12 H,23.62,4702.17,2581.552900873428,,history
NO 15/9-F-12 H,23.66,4673.25,2578.5820816117543,,history
NO 15/9-F-12 H,23.69,4544.83,2576.356210956546,,history
NO 15/9-F-12 H,23.72,4285.02,2574.13226170621,,history
NO 15/9-F-12 H,23.75,4111.36,2571.910232202161,,history
NO 15/9-F-12 H,23.79,4257.01,2568.9505096047515,,history
NO 15/9-F-12 H,23.82,4234.42,2566.732953066689,,history
NO 15/9-F-12 H,23.85,4140.35,2564.517310756627,,history
NO 15/9-F-12 H,23.89,4326.64,2561.566095842102,,history
NO 15/9-F-12 H,23.92,4300.52,2559.3549136405463,,history
NO 15/9-F-12 H,23.95,4248.97,2557.14564016457,,history
NO 15/9-F-12 H,23.98,4106.17,2554.938273766531,,history
NO 15/9-F-12 H,24.02,3815.94,2551.998082289717,,history
NO 15/9-F-12 H,24.05,3737.49,2549.7951593406965,,history
NO 15/9-F-12 H,24.08,2111.37,2547.5941379877445,,history
NO 15/9-F-12 H,24.11,2059.14,2545.3950165893743,,history
NO 15/9-F-12 H,24.15,4108.39,2542.4658073753026,,history
NO 15/9-F-12 H,24.18,4040.4,2540.2711128286896,,history
NO 15/9-F-12 H,24.21,3211.46,2538.0783127752657,,history
NO 15/9-F-12 H,24.25,4027.02,2535.1575235337673,,history
NO 15/9-F-12 H,24.28,3945.82,2532.969137607175,,history
NO 15/9-F-12 H,24.31,4037.43,2530.7826407280754,,history
NO 15/9-F-12 H,24.34,3994.39,2528.5980312658144,,history
NO 15/9-F-12 H,24.38,3461.1,2525.6881518154364,,history
NO 15/9-F-12 H,24.41,3991.13,2523.507939992271,,history
NO 15/9-F-12 H,24.44,3287.55,2521.32961016059,,history
NO 15/9-F-12 H,24.48,2860.87,2518.42809511964,,history
NO 15/9-F-12 H,24.51,3107.96,2516.2541502861004,,history
NO 15/9-F-12 H,24.64,3466.01,2506.855386830313,,history
NO 15/9-F-12 H,24.67,4144.87,2504.691431731817,,history
NO 15/9-F-12 H,24.71,4025.56,2501.8090637015425,,history
NO 15/9-F-12 H,24.74,3444.62,2499.6494646647166,,history
NO 15/9-F-12 H,24.8,2405.72,2495.3358575765164,,history
NO 15/9-F-12 H,24.84,4344.86,2492.464255825677,,history
NO 15/9-F-12 H,24.87,4258.59,2490.3127233669043,,history
NO 15/9-F-12 H,24.9,3500.93,2488.1630481431594,,history
NO 15/9-F-12 H,24.94,2540.89,2485.2997007730132,,history
NO 15/9-F-12 H,24.97,3716.44,2483.154352865419,,history
NO 15/9-F-12 H,25.0,3801.87,2481.0108568542546,,history
NO 15/9-F-12 H,25.03,3860.92,2478.869211140936,,history
NO 15/9-F-12 H,25.07,3717.81,2476.016559003869,,history
NO 15/9-F-12 H,25.1,3831.2,2473.879224443221,,history
NO 15/9-F-12 H,25.13,3926.86,2471.7437348617636,,history
NO 15/9-F-12 H,25.17,3887.46,2468.89928263498,,history
NO 15/9-F-12 H,25.2,3848.11,2466.7680918138426,,history
NO 15/9-F-12 H,25.23,3827.75,2464.6387406685267,,history
NO 15/9-F-12 H,25.26,3454.15,2462.5112276109962,,history
NO 15/9-F-12 H,25.3,3413.36,2459.6774000397695,,history
NO 15/9-F-12 H,25.33,3405.79,2457.554169685744,,history
NO 15/9-F-12 H,25.36,3426.37,2455.4327721359446,,history
NO 15/9-F-12 H,25.4,3524.65,2452.60709036404,,history
NO 15/9-F-12 H,25.43,3587.86,2450.4899632071706,,history
NO 15/9-F-12 H,25.46,3510.63,2448.3746635861576,,history
NO 15/9-F-12 H,25.49,3739.71,2446.261189923445,,history
NO 15/9-F-12 H,25.53,3473.56,2443.4460626953132,,history
NO 15/9-F-12 H,25.56,3485.06,2441.3368434746726,,history
NO 15/9-F-12 H,25.59,786.82,2439.229444963638,,history
NO 15/9-F-12 H,25.63,3407.69,2436.4224097809433,,history
NO 15/9-F-12 H,25.66,3186.88,2434.319253482645,,history
NO 15/9-F-12 H,25.69,3495.15,2432.217912660348,,history
NO 15/9-F-12 H,25.72,3428.88,2430.1183857469064,,history
NO 15/9-F-12 H,25.76,3342.4,2427.3218354588676,,history
NO 15/9-F-12 H,25.79,3330.01,2425.2265349125632,,history
NO 15/9-F-12 H,25.82,3198.19,2423.1330430610574,,history
NO 15/9-F-12 H,25.86,3170.37,2420.3445314192895,,history
NO 15/9-F-12 H,25.89,3148.09,2418.255253786285,,history
NO 15/9-F-12 H,25.92,3124.35,2416.16777964901,,history
NO 15/9-F-12 H,25.95,3107.58,2414.0821074506607,,history
NO 15/9-F-12 H,25.99,3100.02,2411.3040115140448,,history
NO 15/9-F-12 H,26.02,3215.36,2409.222537793162,,history
NO 15/9-F-12 H,26.05,3220.01,2407.1428608315555,,history
NO 15/9-F-12 H,26.09,3258.75,2404.372750494425,,history
NO 15/9-F-12 H,26.12,2865.27,2402.2972599418176,,history
NO 15/9-F-12 H,26.15,3150.88,2400.223560983727,,history
NO 15/9-F-12 H,26.18,3190.98,2398.151652073621,,history
NO 15/9-F-12 H,26.22,3403.93,2395.391888708715,,history
NO 15/9-F-12 H,26.25,2968.51,2393.3241505704486,,history
NO 15/9-F-12 H,26.28,2949.86,2391.258197334698,,history
NO 15/9-F-12 H,26.32,2903.27,2388.506366872547,,history
NO 15/9-F-12 H,26.35,2516.03,2386.4445724198085,,history
NO 15/9-F-12 H,26.38,2154.23,2384.3845577389075,,history
NO 15/9-F-12 H,26.41,1635.39,2382.3263212935176,,history
NO 15/9-F-12 H,26.45,2507.96,2379.5847695242333,,history
NO 15/9-F-12 H,26.48,1793.49,2377.5306763278854,,history
NO 15/9-F-12 H,26.51,2119.15,2375.478356255535,,history
NO 15/9-F-12 H,26.55,2574.11,2372.744685040018,,history
NO 15/9-F-12 H,26.58,2587.54,2370.6964963069954,,history
NO 15/9-F-12 H,26.61,2641.29,2368.650075601149,,history
NO 15/9-F-12 H,26.64,2658.88,2366.6054213962925,,history
NO 15/9-F-12 H,26.68,1522.51,2363.8819610448554,,history
NO 15/9-F-12 H,26.71,2573.93,2361.841422747864,,history
NO 15/9-F-12 H,26.74,2530.85,2359.8026458740783,,history
NO 15/9-F-12 H,26.78,2493.99,2357.0870140728707,,history
NO 15/9-F-12 H,26.81,2482.15,2355.0523412758284,,history
NO 15/9-F-12 H,26.84,2474.84,2353.0194248388043,,history
NO 15/9-F-12 H,26.87,2766.03,2350.988263245682,,history
NO 15/9-F-12 H,26.91,2748.61,2348.2827749273697,,history
NO 15/9-F-12 H,26.94,2712.34,2346.2557020813606,,history
NO 15/9-F-12 H,26.97,2666.04,2344.2303790349783,,history
NO 15/9-F-12 H,27.01,2701.72,2341.532667606527,,history
NO 15/9-F-12 H,27.04,2696.78,2339.511421554209,,history
NO 15/9-F-12 H,27.07,2685.18,2337.491920271742,,history
NO 15/9-F-12 H,27.1,2669.66,2335.474162253015,,history
NO 15/9-F-12 H,27.14,2640.27,2332.7865273709194,,history
NO 15/9-F-12 H,27.17,2573.72,2330.7728311177857,,history
NO 15/9-F-12 H,27.2,2549.16,2328.7608731174037,,history
NO 15/9-F-12 H,27.24,2520.76,2326.0809638057067,,history
NO 15/9-F-12 H,27.27,2503.59,2324.0730558954274,,history
NO 15/9-F-12 H,27.3,2500.34,2322.0668812413155,,history
NO 15/9-F-12 H,27.33,2496.19,2320.062438347198,,history
NO 15/9-F-12 H,27.37,2483.03,2317.3925390870295,,history
NO 15/9-F-12 H,27.4,2475.77,2315.3921311550366,,history
NO 15/9-F-12 H,27.43,2420.87,2313.3934500051173,,history
NO 15/9-F-12 H,27.47,2013.37,2310.7312253345403,,history
NO 15/9-F-12 H,27.5,2455.94,2308.7365675483006,,history
NO 15/9-F-12 H,27.53,2345.76,2306.743631580523,,history
NO 15/9-F-12 H,27.56,1522.45,2304.752415944908,,history
NO 15/9-F-12 H,27.6,1812.37,2302.10013526983,,history
NO 15/9-F-12 H,27.63,2421.43,2300.112927969745,,history
NO 15/9-F-12 H,27.66,2404.05,2298.1274360567513,,history
NO 15/9-F-12 H,27.7,2384.74,2295.482779326878,,history
NO 15/9-F-12 H,27.73,2349.81,2293.5012842275073,,history
NO 15/9-F-12 H,27.76,2343.56,2291.5214995843703,,history
NO 15/9-F-12 H,27.79,2380.74,2289.5434239209753,,history
NO 15/9-F-12 H,27.83,2384.64,2286.9086455664733,,history
NO 15/9-F-12 H,27.86,2381.92,2284.9345517877227,,history
NO 15/9-F-12 H,27.89,2377.7,2282.962162076275,,history
NO 15/9-F-12 H,27.93,2420.55,2280.3349573567925,,history
NO 15/9-F-12 H,27.96,2408.2,2278.366538084115,,history
NO 15/9-F-12 H,27.99,2434.38,2276.399817980422,,history
NO 15/9-F-12 H,28.02,2391.83,2274.434795578965,,history
NO 15/9-F-12 H,28.06,2383.61,2271.817404047751,,history
NO 15/9-F-12 H,28.09,2353.23,2269.856337254601,,history
NO 15/9-F-12 H,28.12,2377.86,2267.8969632836647,,history
NO 15/9-F-12 H,28.16,2370.38,2265.28709540928,,history
NO 15/9-F-12 H,28.19,1944.86,2263.331665676308,,history
NO 15/9-F-12 H,28.22,2342.72,2261.3779238995553,,history
NO 15/9-F-12 H,28.25,2347.6,2259.4258686219523,,history
NO 15/9-F-12 H,28.29,2329.46,2256.825749178901,,history
NO 15/9-F-12 H,28.32,2314.21,2254.8776234066645,,history
NO 15/9-F-12 H,28.35,2312.64,2252.9311792857593,,history
NO 15/9-F-12 H,28.39,2284.2,2250.3385338511516,,history
NO 15/9-F-12 H,28.42,2281.66,2248.3960079403023,,history
NO 15/9-F-12 H,28.45,2277.83,2246.4551588469,,history
NO 15/9-F-12 H,28.48,2271.85,2244.5159851234894,,history
NO 15/9-F-12 H,28.52,2266.84,2241.93302379061,,history
NO 15/9-F-12 H,28.55,2262.5,2239.9977536418783,,history
NO 15/9-F-12 H,28.58,2254.67,2238.064154047311,,history
NO 15/9-F-12 H,28.62,2257.16,2235.4886174021176,,history
NO 15/9-F-12 H,28.65,2574.63,2233.5589101614564,,history
NO 15/9-F-12 H,28.68,2607.44,2231.630868672973,,history
NO 15/9-F-12 H,28.71,2617.56,2229.704491498767,,history
NO 15/9-F-12 H,28.75,2625.72,2227.138575050204,,history
NO 15/9-F-12 H,28.78,2544.95,2225.2160756911044,,history
NO 15/9-F-12 H,28.81,2553.36,2223.2952358622315,,history
NO 15/9-F-12 H,28.85,2555.11,2220.7366951060635,,history
NO 15/9-F-12 H,28.88,1939.01,2218.8197219455706,,history
NO 15/9-F-12 H,28.91,2424.14,2216.9044035450065,,history
NO 15/9-F-12 H,28.94,2269.88,2214.9907384759595,,history
NO 15/9-F-12 H,28.98,1826.45,2212.441754433034,,history
NO 15/9-F-12 H,29.01,1827.73,2210.531941589508,,history
NO 15/9-F-12 H,29.04,1826.06,2208.6237773250186,,history
NO 15/9-F-12 H,29.08,1823.13,2206.0821203025157,,history
NO 15/9-F-12 H,29.11,1815.13,2204.177797190377,,history
NO 15/9-F-12 H,29.14,1806.68,2202.2751179184575,,history
NO 15/9-F-12 H,29.17,1802.24,2200.3740810677687,,history
NO 15/9-F-12 H,29.21,1801.56,2197.8419176940442,,history
NO 15/9-F-12 H,29.24,1792.8,2195.9447076481565,,history
NO 15/9-F-12 H,29.27,1784.02,2194.049135302382,,history
NO 15/9-F-12 H,29.31,1862.91,2191.5242505982915,,history
NO 15/9-F-12 H,29.34,1864.5,2189.632494057219,,history
NO 15/9-F-12 H,29.37,1864.86,2187.742370508712,,history
NO 15/9-F-12 H,29.4,1857.44,2185.8538785431488,,history
NO 15/9-F-12 H,29.44,1859.6,2183.338424839533,,history
NO 15/9-F-12 H,29.47,1857.2,2181.4537344258,,history
NO 15/9-F-12 H,29.5,1854.41,2179.570670905047,,history
NO 15/9-F-12 H,29.54,1846.25,2177.0624478393433,,history
NO 15/9-F-12 H,29.57,1843.09,2175.1831749429107,,history
NO 15/9-F-12 H,29.6,1840.05,2173.3055242629753,,history
NO 15/9-F-12 H,29.63,1845.51,2171.4294943992163,,history
NO 15/9-F-12 H,29.67,1842.67,2168.9306400990986,,history
NO 15/9-F-12 H,29.7,1841.26,2167.0583867008436,,history
NO 15/9-F-12 H,29.73,1571.99,2165.18774945975,,history
NO 15/9-F-12 H,29.77,1795.62,2162.696078082782,,history
NO 15/9-F-12 H,29.8,1497.63,2160.829206451793,,history
NO 15/9-F-12 H,29.83,1800.73,2158.963946332344,,history
NO 15/9-F-12 H,29.86,1813.43,2157.1002963333535,,history
NO 15/9-F-12 H,29.9,1819.75,2154.617931897769,,history
NO 15/9-F-12 H,29.93,1821.23,2152.7580334434992,,history
NO 15/9-F-12 H,29.96,1818.76,2150.8997404814195,,history
NO 15/9-F-12 H,30.0,1820.43,2148.4245115690896,,history
NO 15/9-F-12 H,30.03,1821.21,2146.569959367966,,history
NO 15/9-F-12 H,30.06,1728.56,2144.717008044066,,history
NO 15/9-F-12 H,30.52,1070.35,2116.504556419147,,history
NO 15/9-F-12 H,30.55,1242.2,2114.677558001162,,history
NO 15/9-F-12 H,30.59,1125.98,2112.2440131300064,,history
NO 15/9-F-12 H,30.62,983.23,2110.420692476771,,history
NO 15/9-F-12 H,30.65,1940.09,2108.59894574122,,history
NO 15/9-F-12 H,30.69,2007.25,2106.1723960621357,,history
NO 15/9-F-12 H,30.72,2080.81,2104.3543165196484,,history
NO 15/9-F-12 H,30.75,2071.12,2102.5378063706394,,history
NO 15/9-F-12 H,30.78,2041.11,2100.7228642603845,,history
NO 15/9-F-12 H,30.82,2037.38,2098.305378278799,,history
NO 15/9-F-12 H,30.85,2016.26,2096.494089663834,,history
NO 15/9-F-12 H,30.88,2000.42,2094.6843645803174,,history
NO 15/9-F-12 H,30.92,1893.54,2092.2738276297414,,history
NO 15/9-F-12 H,30.95,1907.68,2090.4677455395918,,history
NO 15/9-F-12 H,30.98,2023.3,2088.66322248654,,history
NO 15/9-F-12 H,31.01,1968.77,2086.8602571248016,,history
NO 15/9-F-12 H,31.05,2038.68,2084.458724060656,,history
NO 15/9-F-12 H,31.08,2055.21,2082.6593880849027,,history
NO 15/9-F-12 H,31.11,2047.27,2080.8616053228993,,history
NO 15/9-F-12 H,31.15,2048.29,2078.4669754333167,,history
NO 15/9-F-12 H,31.18,1452.33,2076.672811624677,,history
NO 15/9-F-12 H,31.21,1870.38,2074.880196565096,,history
NO 15/9-F-12 H,31.24,1456.41,2073.08912891767,,history
NO 15/9-F-12 H,31.28,172.22,2070.7034434981415,,history
NO 15/9-F-12 H,31.31,595.31,2068.9159812864914,,history
NO 15/9-F-12 H,31.38,1827.69,2064.7512342401733,,history
NO 15/9-F-12 H,31.41,2119.34,2062.968910064661,,history
NO 15/9-F-12 H,31.44,1959.45,2061.188124418059,,history
NO 15/9-F-12 H,31.47,2083.05,2059.4088759722863,,history
NO 15/9-F-12 H,31.51,2048.5,2057.038933619244,,history
NO 15/9-F-12 H,31.54,2023.29,2055.2632668170836,,history
NO 15/9-F-12 H,31.57,544.55,2053.4891327970895,,history
NO 15/9-F-12 H,31.61,1549.02,2051.1260028115344,,history
NO 15/9-F-12 H,31.64,1975.26,2049.355440139766,,history
NO 15/9-F-12 H,31.67,1895.18,2047.586405844202,,history
NO 15/9-F-12 H,31.7,1400.07,2045.8188986055254,,history
NO 15/9-F-12 H,31.74,1145.88,2043.464595430945,,history
NO 15/9-F-12 H,31.77,1836.44,2041.7006462007223,,history
NO 15/9-F-12 H,31.8,1846.83,2039.9382196378817,,history
NO 15/9-F-12 H,31.84,876.19,2037.59068387618,,history
NO 15/9-F-12 H,31.87,1790.64,2035.831805094346,,history
NO 15/9-F-12 H,31.9,1778.2,2034.0744446030076,,history
NO 15/9-F-12 H,31.93,1764.81,2032.3186010915533,,history
