well,t_months,q_actual_sm3d,q_fitted_sm3d,q_forecast_sm3d,period
NO 15/9-F-1 C,0.0,631.47,906.1287841567122,,history
NO 15/9-F-1 C,0.03,1166.46,901.0576277734034,,history
NO 15/9-F-1 C,0.07,1549.81,894.3837276554077,,history
NO 15/9-F-1 C,0.1,1248.7,889.4428234490069,,history
NO 15/9-F-1 C,0.13,1345.78,884.5562100593188,,history
NO 15/9-F-1 C,0.16,1349.56,879.7229975517591,,history
NO 15/9-F-1 C,0.2,1345.61,873.3602802447355,,history
NO 15/9-F-1 C,0.23,1279.46,868.6483166266714,,history
NO 15/9-F-1 C,0.26,1225.62,863.986924248715,,history
NO 15/9-F-1 C,0.3,1212.9,857.849003634294,,history
NO 15/9-F-1 C,0.33,1074.04,853.3024912930925,,history
NO 15/9-F-1 C,0.36,1044.17,848.8039169898002,,history
NO 15/9-F-1 C,0.39,970.2,844.3525265186895,,history
NO 15/9-F-1 C,0.43,946.12,838.4894621489692,,history
NO 15/9-F-1 C,0.46,1002.83,834.1453219091522,,history
NO 15/9-F-1 C,0.49,925.31,829.8459628796945,,history
NO 15/9-F-1 C,0.53,913.86,824.1819552015094,,history
NO 15/9-F-1 C,0.56,176.8,819.9844309134753,,history
NO 15/9-F-1 C,0.59,944.19,815.8294456080811,,history
NO 15/9-F-1 C,0.62,823.41,811.7163558910989,,history
NO 15/9-F-1 C,0.66,769.01,806.2963192768101,,history
NO 15/9-F-1 C,0.69,740.8,802.2785557604767,,history
NO 15/9-F-1 C,0.72,713.24,798.3006346312274,,history
NO 15/9-F-1 C,0.76,743.83,793.0576992345417,,history
NO 15/9-F-1 C,0.79,736.09,789.1704702761107,,history
NO 15/9-F-1 C,0.82,782.88,785.3211625050559,,history
NO 15/9-F-1 C,0.85,834.68,781.5092237145146,,history
NO 15/9-F-1 C,0.89,788.8,776.4838337004567,,history
NO 15/9-F-1 C,0.92,783.06,772.7570011828124,,history
NO 15/9-F-1 C,0.95,743.77,769.0657725891234,,history
NO 15/9-F-1 C,0.99,735.41,764.198642086074,,history
NO 15/9-F-1 C,1.02,742.89,760.5885311836631,,history
NO 15/9-F-1 C,1.05,746.54,757.0123685806873,,history
NO 15/9-F-1 C,1.08,750.57,753.4696776601038,,history
NO 15/9-F-1 C,1.12,727.26,748.797349647066,,history
NO 15/9-F-1 C,1.15,715.5,745.3309553069387,,history
NO 15/9-F-1 C,1.18,695.01,741.8965069161337,,history
NO 15/9-F-1 C,1.22,698.77,737.3661774678856,,history
NO 15/9-F-1 C,1.25,704.08,734.0045739569373,,history
NO 15/9-F-1 C,1.28,715.93,730.6734820008544,,history
NO 15/9-F-1 C,1.31,724.21,727.3724880696816,,history
NO 15/9-F-1 C,1.35,459.83,723.017281143505,,history
NO 15/9-F-1 C,1.38,715.1,719.7849492423318,,history
NO 15/9-F-1 C,1.41,706.8,716.5813897338227,,history
NO 15/9-F-1 C,1.45,677.29,712.3540740248372,,history
NO 15/9-F-1 C,1.48,690.38,709.2161743550962,,history
NO 15/9-F-1 C,1.51,694.3,706.1057981648612,,history
NO 15/9-F-1 C,1.54,690.7,703.022584910045,,history
NO 15/9-F-1 C,1.58,238.45,698.9532759190288,,history
NO 15/9-F-1 C,1.61,647.11,695.9320756970618,,history
NO 15/9-F-1 C,1.64,745.92,692.9368811237088,,history
NO 15/9-F-1 C,1.68,804.85,688.9831645515287,,history
NO 15/9-F-1 C,1.71,818.89,686.0473594785557,,history
NO 15/9-F-1 C,1.74,781.21,683.136467587053,,history
NO 15/9-F-1 C,1.77,786.16,680.2501730977503,,history
NO 15/9-F-1 C,1.81,757.43,676.439507216361,,history
NO 15/9-F-1 C,1.84,726.5,673.6094082788387,,history
NO 15/9-F-1 C,1.87,723.96,670.8028919068356,,history
NO 15/9-F-1 C,1.91,715.28,667.0970474173698,,history
NO 15/9-F-1 C,1.94,710.62,664.3444238613554,,history
NO 15/9-F-1 C,1.97,708.04,661.6144231019757,,history
NO 15/9-F-1 C,2.0,702.73,658.9067673879796,,history
NO 15/9-F-1 C,2.04,695.74,655.3308471322385,,history
NO 15/9-F-1 C,2.07,658.27,652.6742749783947,,history
NO 15/9-F-1 C,2.1,576.35,650.0391542243852,,history
NO 15/9-F-1 C,2.14,369.83,646.5585820542209,,history
NO 15/9-F-1 C,2.17,418.45,643.9725153526373,,history
NO 15/9-F-1 C,2.2,588.96,641.4070534299664,,history
NO 15/9-F-1 C,2.23,571.88,638.861951006994,,history
NO 15/9-F-1 C,2.27,512.52,635.4997347543094,,history
NO 15/9-F-1 C,2.3,563.26,633.0012056063802,,history
NO 15/9-F-1 C,2.33,564.26,630.5222459408654,,history
NO 15/9-F-1 C,2.37,565.09,627.2470124858153,,history
NO 15/9-F-1 C,2.4,563.73,624.8128304660753,,history
NO 15/9-F-1 C,2.43,563.46,622.3974682623214,,history
NO 15/9-F-1 C,2.46,563.38,620.0007084576415,,history
NO 15/9-F-1 C,2.53,523.33,614.4794151433051,,history
NO 15/9-F-1 C,2.56,521.97,612.1431354618211,,history
NO 15/9-F-1 C,2.6,490.49,609.0555913976699,,history
NO 15/9-F-1 C,2.63,491.71,606.7602959330023,,history
NO 15/9-F-1 C,2.66,488.44,604.482235680987,,history
NO 15/9-F-1 C,2.69,481.59,602.2212172407365,,history
NO 15/9-F-1 C,2.73,492.02,599.2327065900746,,history
NO 15/9-F-1 C,2.76,476.08,597.0107163562805,,history
NO 15/9-F-1 C,2.79,466.34,594.8051437866102,,history
NO 15/9-F-1 C,2.83,463.64,591.8896059947649,,history
NO 15/9-F-1 C,2.86,459.37,589.7216408864007,,history
NO 15/9-F-1 C,2.89,458.09,587.5694994050372,,history
NO 15/9-F-1 C,2.92,290.87,585.4330089394606,,history
NO 15/9-F-1 C,2.96,487.33,582.6084073477089,,history
NO 15/9-F-1 C,2.99,468.63,580.5077786201557,,history
NO 15/9-F-1 C,3.02,465.25,578.4222433520116,,history
NO 15/9-F-1 C,3.06,466.58,575.6647285503504,,history
NO 15/9-F-1 C,3.09,464.22,573.6137849869959,,history
NO 15/9-F-1 C,3.12,458.9,571.5774034987351,,history
NO 15/9-F-1 C,3.15,460.83,569.5554295441024,,history
NO 15/9-F-1 C,3.19,457.95,566.8816129568992,,history
NO 15/9-F-1 C,3.22,481.51,564.8926677550573,,history
NO 15/9-F-1 C,3.25,489.43,562.9176304728967,,history
NO 15/9-F-1 C,3.29,375.93,560.3056310051336,,history
NO 15/9-F-1 C,3.32,378.38,558.3624836893482,,history
NO 15/9-F-1 C,3.35,379.41,556.4327675152084,,history
NO 15/9-F-1 C,3.38,377.42,554.5163437071365,,history
NO 15/9-F-1 C,3.42,417.98,551.9815526813219,,history
NO 15/9-F-1 C,3.45,507.75,550.095615352837,,history
NO 15/9-F-1 C,3.48,469.73,548.2225213837155,,history
NO 15/9-F-1 C,3.52,521.26,545.7448155832006,,history
NO 15/9-F-1 C,3.55,518.32,543.9011840293904,,history
NO 15/9-F-1 C,3.58,493.37,542.0699668255321,,history
NO 15/9-F-1 C,3.61,509.21,540.2510390017441,,history
NO 15/9-F-1 C,3.65,351.8,537.844705846217,,history
NO 15/9-F-1 C,3.68,287.03,536.0539765871897,,history
NO 15/9-F-1 C,3.71,278.58,534.2751320602259,,history
NO 15/9-F-1 C,3.75,297.19,531.9216231241987,,history
NO 15/9-F-1 C,3.78,297.33,530.1700537301818,,history
NO 15/9-F-1 C,3.81,296.2,528.4299819919778,,history
NO 15/9-F-1 C,3.84,296.12,526.7012950705281,,history
NO 15/9-F-1 C,3.88,293.35,524.4138966124689,,history
NO 15/9-F-1 C,4.4,103.77,496.3890659704625,,history
NO 15/9-F-1 C,4.44,290.3,494.3568679460227,,history
NO 15/9-F-1 C,4.47,427.63,492.843605662796,,history
NO 15/9-F-1 C,4.5,422.69,491.33957951862345,,history
NO 15/9-F-1 C,4.53,412.14,489.84470521213285,,history
NO 15/9-F-1 C,4.57,410.96,487.8656318692371,,history
NO 15/9-F-1 C,4.6,409.11,486.39178972853546,,history
NO 15/9-F-1 C,4.63,389.68,484.92682572160817,,history
NO 15/9-F-1 C,4.67,380.29,482.98721271176476,,history
NO 15/9-F-1 C,4.7,391.22,481.5426549730939,,history
NO 15/9-F-1 C,4.73,391.65,480.10671247061373,,history
NO 15/9-F-1 C,4.76,384.47,478.67930836251054,,history
NO 15/9-F-1 C,4.8,342.35,476.78925372316655,,history
NO 15/9-F-1 C,4.83,338.88,475.38147879886145,,history
NO 15/9-F-1 C,4.86,344.5,473.9819926347065,,history
NO 15/9-F-1 C,4.9,333.55,472.1287786779809,,history
NO 15/9-F-1 C,4.93,329.6,470.748350581093,,history
NO 15/9-F-1 C,4.96,358.2,469.37597124736925,,history
NO 15/9-F-1 C,4.99,377.72,468.011570487414,,history
NO 15/9-F-1 C,5.03,356.65,466.2046607961077,,history
NO 15/9-F-1 C,5.06,354.31,464.8586082986014,,history
NO 15/9-F-1 C,5.09,338.53,463.5203062216357,,history
NO 15/9-F-1 C,5.13,324.9,461.7478444073033,,history
NO 15/9-F-1 C,5.16,324.95,460.42736839288295,,history
NO 15/9-F-1 C,5.19,322.07,459.1144232624715,,history
NO 15/9-F-1 C,5.22,308.31,457.80894477452114,,history
NO 15/9-F-1 C,5.32,55.2,453.5104654506447,,history
NO 15/9-F-1 C,5.36,199.07,451.813590455965,,history
NO 15/9-F-1 C,5.39,275.22,450.5492440884466,,history
NO 15/9-F-1 C,5.42,287.64,449.29195421874954,,history
NO 15/9-F-1 C,5.45,323.18,448.04166193628345,,history
NO 15/9-F-1 C,5.49,315.32,446.38539009788104,,history
NO 15/9-F-1 C,5.52,322.31,445.1512000785842,,history
NO 15/9-F-1 C,5.55,320.34,443.9238159501438,,history
NO 15/9-F-1 C,5.59,325.92,442.29779377452576,,history
NO 15/9-F-1 C,5.62,329.2,441.08607279344363,,history
NO 15/9-F-1 C,5.65,325.01,439.8809729453346,,history
NO 15/9-F-1 C,5.68,323.37,438.68244010888543,,history
NO 15/9-F-1 C,5.72,320.68,437.0945192358717,,history
NO 15/9-F-1 C,5.75,320.41,435.911102244311,,history
NO 15/9-F-1 C,5.78,322.67,434.7340760639692,,history
NO 15/9-F-1 C,5.82,322.4,433.17455992999726,,history
NO 15/9-F-1 C,5.85,321.25,432.01224582030613,,history
NO 15/9-F-1 C,5.88,321.22,430.8561525689871,,history
NO 15/9-F-1 C,5.91,323.37,429.7062303670509,,history
NO 15/9-F-1 C,5.95,326.54,428.1825150771341,,history
NO 15/9-F-1 C,5.98,316.21,427.04680125464773,,history
NO 15/9-F-1 C,6.01,314.23,425.9170962424089,,history
NO 15/9-F-1 C,6.05,313.92,424.42008779876755,,history
NO 15/9-F-1 C,6.08,314.24,423.30421924823116,,history
NO 15/9-F-1 C,6.11,317.47,422.1942029064376,,history
NO 15/9-F-1 C,6.14,333.14,421.0899928556481,,history
NO 15/9-F-1 C,6.18,318.2,419.62666632850505,,history
NO 15/9-F-1 C,6.21,315.14,418.5358284007763,,history
NO 15/9-F-1 C,6.24,304.36,417.45064713041285,,history
NO 15/9-F-1 C,6.28,318.25,416.01246222767,,history
NO 15/9-F-1 C,6.31,322.58,414.9403099384202,,history
NO 15/9-F-1 C,6.34,316.54,413.87366977065045,,history
NO 15/9-F-1 C,6.37,321.29,412.81249932518807,,history
NO 15/9-F-1 C,6.41,295.17,411.40604138374886,,history
NO 15/9-F-1 C,6.44,290.68,410.3574711640528,,history
NO 15/9-F-1 C,6.47,288.26,409.3142324376882,,history
NO 15/9-F-1 C,6.51,292.13,407.93147086025317,,history
NO 15/9-F-1 C,6.54,293.13,406.900515263509,,history
NO 15/9-F-1 C,6.57,292.29,405.87475754986457,,history
NO 15/9-F-1 C,6.6,289.93,404.8541585080529,,history
NO 15/9-F-1 C,6.64,283.28,403.5013173497182,,history
NO 15/9-F-1 C,6.67,294.55,402.4926049212673,,history
NO 15/9-F-1 C,6.7,295.28,401.4889232741983,,history
NO 15/9-F-1 C,6.74,290.93,400.15844190502025,,history
NO 15/9-F-1 C,6.77,290.46,399.16635339595564,,history
NO 15/9-F-1 C,6.8,293.48,398.1791719705676,,history
NO 15/9-F-1 C,6.83,292.77,397.19686131143214,,history
NO 15/9-F-1 C,6.87,293.11,395.8946284114091,,history
NO 15/9-F-1 C,6.9,289.07,394.92354363907015,,history
NO 15/9-F-1 C,6.93,281.74,393.95721113231497,,history
NO 15/9-F-1 C,6.97,285.32,392.6761001045605,,history
NO 15/9-F-1 C,7.0,283.6,391.72072147098885,,history
NO 15/9-F-1 C,7.03,283.17,390.76998041536905,,history
NO 15/9-F-1 C,7.06,272.89,389.82384325201605,,history
NO 15/9-F-1 C,7.29,1.26,382.719561932908,,history
NO 15/9-F-1 C,7.33,120.29,381.51038384103293,,history
NO 15/9-F-1 C,8.34,94.01,353.323713401362,,history
NO 15/9-F-1 C,8.38,790.87,352.2929003150833,,history
NO 15/9-F-1 C,8.41,916.81,351.5237290573121,,history
NO 15/9-F-1 C,8.44,788.73,350.7579091899701,,history
NO 15/9-F-1 C,8.48,790.15,349.74199155885094,,history
NO 15/9-F-1 C,8.51,783.85,348.9839069339387,,history
NO 15/9-F-1 C,8.54,574.29,348.229101579632,,history
NO 15/9-F-1 C,8.57,626.39,347.477554263986,,history
NO 15/9-F-1 C,8.61,355.75,346.48052288162273,,history
NO 15/9-F-1 C,8.64,422.91,345.73649611121436,,history
NO 15/9-F-1 C,8.67,486.97,344.9956579162432,,history
NO 15/9-F-1 C,8.71,597.29,344.0127983360604,,history
NO 15/9-F-1 C,8.74,610.33,343.2793209107063,,history
NO 15/9-F-1 C,8.77,580.74,342.54896455827634,,history
NO 15/9-F-1 C,8.8,461.02,341.8217094000092,,history
NO 15/9-F-1 C,8.84,453.09,340.856825892312,,history
NO 15/9-F-1 C,8.87,418.97,340.1367304904102,,history
NO 15/9-F-1 C,8.9,442.16,339.41967122681575,,history
NO 15/9-F-1 C,8.94,447.32,338.4682819950501,,history
NO 15/9-F-1 C,8.97,226.24,337.75823281505046,,history
NO 15/9-F-1 C,9.0,7.64,337.05115652448205,,history
NO 15/9-F-1 C,9.63,125.26,322.85761852228194,,history
NO 15/9-F-1 C,9.66,402.41,322.21149347584304,,history
NO 15/9-F-1 C,9.69,474.1,321.56794940464135,,history
NO 15/9-F-1 C,9.72,466.03,320.92697087477177,,history
NO 15/9-F-1 C,9.76,423.36,320.07629723093805,,history
NO 15/9-F-1 C,9.79,421.26,319.4412456310264,,history
NO 15/9-F-1 C,9.82,419.02,318.80870900625376,,history
NO 15/9-F-1 C,9.86,419.54,317.9692132692702,,history
NO 15/9-F-1 C,9.89,409.69,317.3424871379176,,history
NO 15/9-F-1 C,9.92,519.64,316.7182267356917,,history
NO 15/9-F-1 C,9.95,652.82,316.09641753978093,,history
NO 15/9-F-1 C,9.99,638.16,315.271126711338,,history
NO 15/9-F-1 C,10.02,624.59,314.6549811565414,,history
NO 15/9-F-1 C,10.05,475.6,314.0412392145397,,history
NO 15/9-F-1 C,10.09,410.07,313.22663133177826,,history
NO 15/9-F-1 C,10.12,625.9,312.61844341764896,,history
NO 15/9-F-1 C,10.15,940.93,312.01261274698794,,history
NO 15/9-F-1 C,10.18,738.49,311.40912564182855,,history
NO 15/9-F-1 C,10.22,399.77,310.60809827132357,,history
NO 15/9-F-1 C,10.84,91.76,298.69893121115047,,history
NO 15/9-F-1 C,10.87,216.14,298.1458016410308,,history
NO 15/9-F-1 C,10.91,222.87,297.4114743579556,,history
NO 15/9-F-1 C,10.94,225.74,296.86309835050275,,history
NO 15/9-F-1 C,10.97,385.1,296.31674084483916,,history
NO 15/9-F-1 C,11.01,342.99,295.59138484688174,,history
NO 15/9-F-1 C,11.04,355.76,295.0496940584943,,history
NO 15/9-F-1 C,11.07,447.87,294.5099850069297,,history
NO 15/9-F-1 C,11.1,609.35,293.9722468369818,,history
NO 15/9-F-1 C,11.14,618.61,293.2583098122355,,history
NO 15/9-F-1 C,11.17,565.02,292.7251285945545,,history
NO 15/9-F-1 C,11.2,550.72,292.1938826419821,,history
NO 15/9-F-1 C,11.24,624.44,291.488546950295,,history
NO 15/9-F-1 C,11.27,622.85,290.9617758465533,,history
NO 15/9-F-1 C,11.3,57.52,290.43690524445356,,history
NO 15/9-F-1 C,11.93,81.91,279.8360885129988,,history
NO 15/9-F-1 C,11.96,172.87,279.35055660917186,,history
NO 15/9-F-1 C,11.99,268.47,278.86670663932694,,history
NO 15/9-F-1 C,12.02,320.34,278.38452987897887,,history
NO 15/9-F-1 C,12.06,318.85,277.74421533554306,,history
NO 15/9-F-1 C,12.09,340.53,277.26590913952845,,history
NO 15/9-F-1 C,12.12,339.92,276.78924750352917,,history
NO 15/9-F-1 C,12.16,396.95,276.1562422337357,,history
NO 15/9-F-1 C,12.19,443.99,275.6833850767417,,history
NO 15/9-F-1 C,12.22,574.96,275.21214448063296,,history
NO 15/9-F-1 C,12.25,607.87,274.7425121697296,,history
NO 15/9-F-1 C,12.29,664.96,274.11882333406214,,history
NO 15/9-F-1 C,12.32,621.12,273.65291182130704,,history
NO 15/9-F-1 C,12.35,211.5,273.18858141274444,,history
NO 15/9-F-1 C,12.98,143.08,263.7891146295927,,history
NO 15/9-F-1 C,13.01,502.61,263.3576280606473,,history
NO 15/9-F-1 C,13.04,537.12,262.92755077363023,,history
NO 15/9-F-1 C,13.08,504.77,262.3562946998406,,history
NO 15/9-F-1 C,13.11,353.36,261.9294790085563,,history
NO 15/9-F-1 C,13.14,294.17,261.5040497962892,,history
NO 15/9-F-1 C,13.63,83.28,254.74594330947295,,history
NO 15/9-F-1 C,13.67,212.85,254.20964978227724,,history
NO 15/9-F-1 C,13.7,256.04,253.80890912668252,,history
NO 15/9-F-1 C,13.73,235.07,253.40942995199413,,history
NO 15/9-F-1 C,13.77,240.06,252.8787430824622,,history
NO 15/9-F-1 C,13.8,245.4,252.48218430002808,,history
NO 15/9-F-1 C,13.83,221.41,252.0868673194339,,history
NO 15/9-F-1 C,13.86,223.27,251.69278631684767,,history
NO 15/9-F-1 C,13.9,229.63,251.1692576146869,,history
NO 15/9-F-1 C,13.93,219.05,250.77803811626586,,history
NO 15/9-F-1 C,13.96,204.65,250.3880354440943,,history
NO 15/9-F-1 C,14.0,211.31,249.8699149300334,,history
NO 15/9-F-1 C,14.03,337.64,249.48272953642785,,history
NO 15/9-F-1 C,14.06,422.22,249.09674221095958,,history
NO 15/9-F-1 C,14.09,387.93,248.7119474014437,,history
NO 15/9-F-1 C,14.13,446.62,248.20073314797372,,history
NO 15/9-F-1 C,14.16,435.55,247.81869947577164,,history
NO 15/9-F-1 C,14.19,451.91,247.43784005815337,,history
NO 15/9-F-1 C,14.23,635.31,246.9318447812635,,history
NO 15/9-F-1 C,14.26,645.3,246.5537043262926,,history
NO 15/9-F-1 C,14.29,15.53,246.176720235498,,history
NO 15/9-F-1 C,14.98,110.7,237.81345725096787,,history
NO 15/9-F-1 C,15.01,165.82,237.46270832259097,,history
NO 15/9-F-1 C,15.05,264.65,236.9966493549107,,history
NO 15/9-F-1 C,15.08,204.35,236.64830392939615,,history
NO 15/9-F-1 C,15.11,229.61,236.30098101995017,,history
NO 15/9-F-1 C,15.15,227.7,235.83946662158436,,history
NO 15/9-F-1 C,15.18,223.78,235.49451214565843,,history
NO 15/9-F-1 C,15.21,182.64,235.1505653025807,,history
NO 15/9-F-1 C,15.24,201.69,234.80762168375543,,history
NO 15/9-F-1 C,15.28,267.48,234.3519165246478,,history
NO 15/9-F-1 C,15.31,350.0,234.01129676177837,,history
NO 15/9-F-1 C,15.34,322.99,233.67166571226718,,history
NO 15/9-F-1 C,15.38,384.65,233.22035488529346,,history
NO 15/9-F-1 C,15.41,443.81,232.88301415961715,,history
NO 15/9-F-1 C,15.44,732.83,232.54664791491348,,history
NO 15/9-F-1 C,15.47,583.05,232.21125193477684,,history
NO 15/9-F-1 C,15.51,53.69,231.7655593528767,,history
NO 15/9-F-1 C,16.43,176.51,221.96686675025478,,history
NO 15/9-F-1 C,16.46,291.3,221.66127439409397,,history
NO 15/9-F-1 C,16.49,344.41,221.35652232816554,,history
NO 15/9-F-1 C,16.53,360.29,220.95148737903548,,history
NO 15/9-F-1 C,16.56,369.91,220.64868256337758,,history
NO 15/9-F-1 C,16.59,370.14,220.34670657463624,,history
NO 15/9-F-1 C,16.62,355.61,220.04555601450755,,history
NO 15/9-F-1 C,16.66,334.51,219.64530009551117,,history
NO 15/9-F-1 C,16.69,397.18,219.3460624238313,,history
NO 15/9-F-1 C,16.72,411.79,219.04763898636767,,history
NO 15/9-F-1 C,16.76,427.44,218.65100192267866,,history
NO 15/9-F-1 C,16.79,434.04,218.35446548965908,,history
NO 15/9-F-1 C,16.82,438.65,218.05873229797083,,history
NO 15/9-F-1 C,16.85,515.22,217.76379908836535,,history
NO 15/9-F-1 C,16.89,614.6,217.3717936251524,,history
NO 15/9-F-1 C,16.92,509.6,217.07871446424454,,history
NO 15/9-F-1 C,16.95,109.07,216.7864245477698,,history
NO 15/9-F-1 C,17.74,68.45,209.3630319791513,,history
NO 15/9-F-1 C,17.77,105.62,209.091137659684,,history
NO 15/9-F-1 C,17.81,157.84,208.72970854127695,,history
NO 15/9-F-1 C,17.84,153.95,208.4594556334427,,history
NO 15/9-F-1 C,17.87,150.21,208.18990164089706,,history
NO 15/9-F-1 C,17.91,225.44,207.8315788410131,,history
NO 15/9-F-1 C,17.94,220.67,207.5636451447956,,history
NO 15/9-F-1 C,17.97,208.22,207.29640139219873,,history
NO 15/9-F-1 C,18.0,217.89,207.0298449216867,,history
NO 15/9-F-1 C,18.04,218.67,206.6755008252059,,history
NO 15/9-F-1 C,18.07,252.89,206.4105377391097,,history
NO 15/9-F-1 C,18.1,284.35,206.14625316156292,,history
NO 15/9-F-1 C,18.14,393.65,205.7949246856202,,history
NO 15/9-F-1 C,18.17,418.62,205.53221319519204,,history
NO 15/9-F-1 C,18.2,399.81,205.27017158847687,,history
NO 15/9-F-1 C,18.23,606.2,205.0087973065489,,history
NO 15/9-F-1 C,18.27,3.32,204.66133192628638,,history
NO 15/9-F-1 C,18.89,63.09,199.42237738829576,,history
NO 15/9-F-1 C,18.92,57.47,199.17567423825474,,history
NO 15/9-F-1 C,18.96,175.11,198.8476846326769,,history
NO 15/9-F-1 C,18.99,252.27,198.6024004511125,,history
NO 15/9-F-1 C,19.02,303.18,198.35772065382216,,history
NO 15/9-F-1 C,19.06,303.74,198.0324172228269,,history
NO 15/9-F-1 C,19.09,301.02,197.78913899807108,,history
NO 15/9-F-1 C,19.12,308.88,197.54645776322386,,history
NO 15/9-F-1 C,19.15,289.87,197.30437132351284,,history
NO 15/9-F-1 C,19.19,311.81,196.98251086745478,,history
NO 15/9-F-1 C,19.22,318.61,196.74180380807275,,history
NO 15/9-F-1 C,19.25,324.82,196.50168430515632,,history
NO 15/9-F-1 C,19.29,322.18,196.18243523239775,,history
NO 15/9-F-1 C,19.32,318.37,195.94367835666355,,history
NO 15/9-F-1 C,19.35,349.66,195.70550191570933,,history
NO 15/9-F-1 C,19.38,352.55,195.46790379548807,,history
NO 15/9-F-1 C,19.42,372.09,195.15200227717204,,history
NO 15/9-F-1 C,19.45,334.45,194.91574540818283,,history
NO 15/9-F-1 C,19.48,356.49,194.6800598868108,,history
NO 15/9-F-1 C,19.52,361.71,194.36669771150056,,history
NO 15/9-F-1 C,19.55,406.31,194.1323373015916,,history
NO 15/9-F-1 C,19.58,97.79,193.8985413778398,,history
NO 15/9-F-1 C,20.44,82.82,187.42785453647323,,history
NO 15/9-F-1 C,20.47,32.67,187.20991927723819,,history
NO 15/9-F-1 C,20.5,93.87,186.9924902460114,,history
NO 15/9-F-1 C,20.53,164.52,186.77556568101167,,history
NO 15/9-F-1 C,20.57,194.43,186.48711462315035,,history
NO 15/9-F-1 C,20.6,205.53,186.2713603404225,,history
NO 15/9-F-1 C,20.63,187.41,186.056104710027,,history
NO 15/9-F-1 C,20.67,170.45,185.7698699009045,,history
NO 15/9-F-1 C,20.7,156.61,185.55577109129013,,history
NO 15/9-F-1 C,20.73,232.69,185.34216520911016,,history
NO 15/9-F-1 C,20.76,258.42,185.12905055399523,,history
NO 15/9-F-1 C,20.8,199.68,184.84565888720923,,history
NO 15/9-F-1 C,20.83,199.16,184.63368385982713,,history
NO 15/9-F-1 C,20.86,197.21,184.4221944477778,,history
NO 15/9-F-1 C,20.9,197.52,184.14096108681264,,history
NO 15/9-F-1 C,20.93,257.83,183.93059830821068,,history
NO 15/9-F-1 C,20.96,150.62,183.72071561836194,,history
NO 15/9-F-1 C,21.52,65.72,179.88899353347725,,history
NO 15/9-F-1 C,21.55,52.25,179.68822819846147,,history
NO 15/9-F-1 C,21.59,72.77,179.42123713858234,,history
NO 15/9-F-1 C,21.62,118.71,179.2215139467453,,history
NO 15/9-F-1 C,21.65,207.31,179.02223490522664,,history
NO 15/9-F-1 C,21.68,210.23,178.82339853410002,,history
NO 15/9-F-1 C,21.72,308.45,178.55896942538106,,history
NO 15/9-F-1 C,21.75,293.21,178.36116023339102,,history
NO 15/9-F-1 C,21.78,241.12,178.16378882593406,,history
NO 15/9-F-1 C,21.82,239.99,177.90130543925187,,history
NO 15/9-F-1 C,21.85,237.43,177.70494989450617,,history
NO 15/9-F-1 C,21.88,236.6,177.50902732007282,,history
NO 15/9-F-1 C,21.91,232.24,177.3135362854587,,history
NO 15/9-F-1 C,21.95,298.12,177.0535503961279,,history
NO 15/9-F-1 C,21.98,307.88,176.85906076002408,,history
NO 15/9-F-1 C,22.01,296.78,176.6649979406969,,history
NO 15/9-F-1 C,22.05,304.54,176.40690902727994,,history
NO 15/9-F-1 C,22.08,303.99,176.21383666646534,,history
NO 15/9-F-1 C,22.11,327.03,176.02118646805664,,history
NO 15/9-F-1 C,22.14,338.24,175.828957048947,,history
NO 15/9-F-1 C,22.18,24.87,175.57330332311864,,history
NO 15/9-F-1 C,22.24,0.55,175.1912136441582,,history
NO 15/9-F-1 C,22.83,50.3,171.5207224628977,,history
NO 15/9-F-1 C,22.87,37.98,171.2774348520536,,history
NO 15/9-F-1 C,22.9,63.63,171.09542158386452,,history
NO 15/9-F-1 C,22.93,81.67,170.91379474908763,,history
NO 15/9-F-1 C,22.97,108.85,170.67222463063538,,history
NO 15/9-F-1 C,23.0,189.41,170.4914947020006,,history
NO 15/9-F-1 C,23.03,243.92,170.31114712914294,,history
NO 15/9-F-1 C,23.06,246.84,170.13118069996548,,history
NO 15/9-F-1 C,23.1,248.04,169.8918162658285,,history
NO 15/9-F-1 C,23.13,265.31,169.7127344868926,,history
NO 15/9-F-1 C,23.16,253.28,169.5340298481249,,history
NO 15/9-F-1 C,23.2,271.68,169.29634160265317,,history
NO 15/9-F-1 C,23.23,275.74,169.11851233803404,,history
NO 15/9-F-1 C,23.26,293.43,168.94105626594558,,history
NO 15/9-F-1 C,23.29,287.42,168.76397221284628,,history
NO 15/9-F-1 C,23.33,299.49,168.52843681910966,,history
NO 15/9-F-1 C,23.36,284.72,168.35221627410846,,history
NO 15/9-F-1 C,23.39,280.17,168.17636387164657,,history
NO 15/9-F-1 C,23.43,281.93,167.9424646767136,,history
NO 15/9-F-1 C,23.46,317.38,167.7674668001521,,history
NO 15/9-F-1 C,23.49,208.0,167.59283324335055,,history
NO 15/9-F-1 C,24.49,,,161.97277619812436,forecast
NO 15/9-F-1 C,25.49,,,156.71741535003423,forecast
NO 15/9-F-1 C,26.49,,,151.79236754772066,forecast
NO 15/9-F-1 C,27.49,,,147.16744008980214,forecast
NO 15/9-F-1 C,28.49,,,142.81601121131166,forecast
NO 15/9-F-1 C,29.49,,,138.71451731997482,forecast
NO 15/9-F-1 C,30.49,,,134.8420261213929,forecast
NO 15/9-F-1 C,31.49,,,131.1798793046576,forecast
